url,label,num_script,num_form,num_iframe,num_links,num_external_links,num_hidden_inputs,num_password_inputs,external_form_action,right_click_disabled,popup_window,eval_js_count,url_length,has_https,page_accessible,having_ip_address,count_dots,count_hyphen,count_at_symbol,count_question_mark,count_equal,count_http,count_https,path_length,subdomain_length,url_entropy,url_shortener,domain_age,dns_record_exists,ssl_certificate_valid
https://kulturosupa.gr,0,0,0,0,0,0,0,0,0,0,0,0,22,1,1,0,1,0,0,0,0,1,1,0,0,3.6635327548042538,0,-1,1,1
https://claybaster.top,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,22,1,0,0,1,0,0,0,0,1,1,0,0,3.7321588913645694,0,-1,0,0
https://oberoigroup.com,0,38,1,1,75,0,5,0,0,0,0,0,23,1,1,0,1,0,0,0,0,1,1,0,0,3.8279097821439705,0,-1,1,1
https://taubman.com,0,25,0,0,36,16,0,0,0,0,0,0,19,1,1,0,1,0,0,0,0,1,1,0,0,3.681880802803402,0,-1,1,1
https://my.link.gallery/?source=786d725dfda540f0b7092ca9b9d903ac,1,3,0,0,0,0,0,0,0,0,0,0,64,1,1,0,2,0,0,1,1,1,1,1,2,4.890319531114784,0,-1,1,1
https://hcm660.com,0,10,0,1,0,0,0,0,0,0,0,0,18,1,1,0,1,0,0,0,0,1,1,0,0,3.5032583347756456,0,-1,1,1
https://jaideehosting.com,0,12,0,1,49,8,0,0,0,0,0,0,25,1,1,0,1,0,0,0,0,1,1,0,0,3.973660689688185,0,-1,1,1
https://www.planning-locatie-collectie.com/,1,0,0,0,0,0,0,0,0,0,0,0,43,1,1,0,2,2,0,0,0,1,1,1,3,4.018606033469985,0,-1,1,1
https://wintrillions.com,0,5,0,0,1,0,0,0,0,0,0,0,24,1,1,0,1,0,0,0,0,1,1,0,0,3.7720552088742005,0,-1,1,1
https://gitarmerdu.com,0,57,2,0,75,64,2,2,1,0,1,0,22,1,1,0,1,0,0,0,0,1,1,0,0,3.970573095811684,0,-1,1,1
https://docs.google.com/presentation/d/e/2PACX-1vR1CQp5o2kYcBQS4CXfr3NCIUmfPeCxHhHzbFQRWtzYXl_EsF2GCJiYj75gXBz1w4nGKT5kVfc2blit/pub?start=false&amp;loop=false&amp;delayms=3000,1,21,0,0,0,0,0,0,0,0,0,0,175,1,1,0,2,1,0,1,3,1,1,108,4,5.593219504409824,0,-1,1,1
https://suyuting.cn,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,19,1,0,0,1,0,0,0,0,1,1,0,0,3.5766176449086657,0,-1,1,0
https://cylex.com.ar,0,4,0,0,1,1,0,0,0,0,0,0,20,1,1,0,2,0,0,0,0,1,1,0,0,3.9219280948873623,0,-1,1,1
https://winealign.com,0,13,1,1,277,0,5,0,0,0,0,0,21,1,1,0,1,0,0,0,0,1,1,0,0,4.011365041826378,0,-1,1,0
https://docs.google.com/presentation/d/e/2PACX-1vSEwxfgvdTLOaZxGdS_cYMWK1pZCwW8Opz1DUJ9mNEx9T1QGbQDFnCbTo5vg9q0J34joT2gds6UnSO4/pub?start=false&amp;loop=false&amp;delayms=3000,1,21,0,0,0,0,0,0,0,0,0,0,175,1,1,0,2,1,0,1,3,1,1,108,4,5.638470309687264,0,-1,1,1
https://smbc-verify.link/ja/,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,28,1,0,0,1,1,0,0,0,1,1,4,0,4.307354922057605,0,-1,1,0
https://turismocuatro.com,0,21,2,0,283,13,0,0,0,0,0,0,25,1,1,0,1,0,0,0,0,1,1,0,0,3.6536606896881856,0,-1,1,1
https://iw247.com,0,34,0,0,2,0,0,0,0,0,0,0,17,1,1,0,1,0,0,0,0,1,1,0,0,3.8521687236032816,0,-1,1,1
https://new.express.adobe.com/webpage/brBqXGsT7dRze,1,24,0,0,0,0,0,0,0,0,0,0,51,1,1,0,3,0,0,0,0,1,1,22,11,4.458383244699072,0,-1,1,1
https://metabusiness-centers-supports.pages.dev/,1,2,0,0,0,0,0,0,0,0,0,0,48,1,1,0,2,2,0,0,0,1,1,1,29,4.004247855285173,0,-1,1,1
https://wanderlustlife.co.uk,0,113,10,0,420,6,41,0,0,0,0,0,28,1,1,0,2,0,0,0,0,1,1,0,0,4.208966082694624,0,-1,1,1
https://pay.emissaobilhetes.digital/kYL6geW2kPpZrKM,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,51,1,0,0,2,0,0,0,0,1,1,16,3,4.569196665373645,0,-1,0,0
https://optimummmjjh.weebly.com/,1,26,1,0,8,0,5,0,0,0,0,0,32,1,1,0,2,0,0,0,0,1,1,1,12,3.9650182662886326,0,-1,1,1
https://us20.campaign-archive.com/?u=3b8817487f26ed7be2ba76c0e&id=c5ea1a7e76,1,2,0,0,55,53,0,0,0,0,0,0,76,1,1,0,2,1,0,1,2,1,1,1,4,4.818081585806765,0,-1,1,1
https://docs.google.com/presentation/d/e/2PACX-1vTfF_Y0oymNoXwnBycdduQ6spRr0fk--bmUNdt2CBdc5eajXZ3WxLDWd8JOpcYnEZOtUQzX4k1fYQY7/pub?start=false&amp;loop=false&amp;delayms=3000,1,21,0,0,0,0,0,0,0,0,0,0,175,1,1,0,2,3,0,1,3,1,1,108,4,5.531762061087896,0,-1,1,1
https://tinyurl.com/ytdlqxk3?email=stanleymckee@btinternet.com&vmid=07a37a7fcdfc80204e94013b9bdffd23,1,16,0,0,24,0,0,0,0,0,0,0,100,1,1,0,2,0,1,1,2,1,1,9,0,4.928856630911051,1,-1,1,1
https://pwlan.ch,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,16,1,0,0,1,0,0,0,0,1,1,0,0,3.5,0,-1,1,0
https://palm.com,0,40,2,0,7,2,2,0,0,0,0,0,16,1,1,0,1,0,0,0,0,1,1,0,0,3.5,0,-1,1,1
https://gbic.mx,0,15,1,0,35,6,0,0,1,0,0,0,15,1,1,0,1,0,0,0,0,1,1,0,0,3.6402239289418516,0,-1,1,1
https://us4.campaign-archive.com/?u=2fcf9929a03da98768f9c7570&id=4e927471bd,1,0,0,0,0,0,0,0,0,0,0,0,75,1,1,0,2,1,0,1,2,1,1,1,3,4.883911737954305,0,-1,1,1
https://espalubdes.web.app/,1,1,0,0,1,1,0,0,0,0,0,0,27,1,1,0,2,0,0,0,0,1,1,1,10,3.6339740759971573,0,-1,1,1
https://pltx.com.cn,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,19,1,0,0,2,0,0,0,0,1,1,0,0,3.5766176449086653,0,-1,1,0
https://bit.ly/3LUB8ad,1,0,0,0,3,3,0,0,0,0,0,0,22,1,1,0,1,0,0,0,0,1,1,8,0,4.027169118440616,1,-1,1,1
https://alyac.co.kr,0,13,0,1,60,15,0,0,0,0,0,0,19,1,1,0,2,0,0,0,0,1,1,0,0,3.7216117239699007,0,-1,1,1
https://pudaf.com,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,17,1,0,0,1,0,0,0,0,1,1,0,0,3.734521664779752,0,-1,0,0
https://app.jodoo.com/f/68753a4c54b1ded65d941f51,1,12,0,0,0,0,0,0,0,0,0,0,48,1,1,0,2,0,0,0,0,1,1,27,3,4.371115365169273,0,-1,1,1
https://ow.ly/Lbz050T4jvU,1,19,0,1,105,30,0,0,0,0,0,0,25,1,1,0,1,0,0,0,0,1,1,12,0,4.293660689688184,1,-1,1,1
https://qrco.de/bfeiaw,1,4,0,1,6,4,0,0,0,0,0,0,22,1,1,0,1,0,0,0,0,1,1,7,0,4.061482186720774,0,-1,1,1
https://ligado360.com.br,0,36,0,1,143,0,0,0,0,0,0,0,24,1,1,0,2,0,0,0,0,1,1,0,0,4.251629167387824,0,-1,1,1
https://baccredot.webcindario.com/,1,1,0,1,1,1,0,0,0,0,0,0,34,1,1,0,2,0,0,0,0,1,1,1,9,4.02085512047121,0,-1,1,1
https://q-r.to/bfIlYj,1,1,0,0,0,0,0,0,0,0,0,0,21,1,1,0,1,1,0,0,0,1,1,7,0,3.9394709940012866,0,-1,1,1
https://mgmslotslive.com,0,0,0,0,0,0,0,0,0,0,0,0,24,1,1,0,1,0,0,0,0,1,1,0,0,3.7406015629507228,0,-1,1,1
https://storage.googleapis.com/hhjkolol0058.appspot.com/39558.html,1,9,1,0,9,0,0,1,0,0,0,0,66,1,1,0,5,0,0,0,0,1,1,36,7,4.258811218874146,1,-1,1,1
https://bafkreiefltyvwfeoame2d3lqjutle6u642ltmmn2eucb4dvkczeqpxuary.ipfs.dweb.link/,1,1,1,0,0,0,2,1,0,0,0,0,83,1,1,0,3,0,0,0,0,1,1,1,64,4.799519479895018,0,-1,1,1
https://www.dropbox.com/scl/fi/zxqqk285lgygw49fx2ygf/BT-VOICE-NOTIFICATION.papert?rlkey=xedcvkevbh92kzs0q76ostp6p&dl=0,1,98,0,0,0,0,0,0,0,0,0,0,118,1,1,0,3,2,0,1,2,1,1,58,3,5.379903112646144,0,-1,1,1
https://bit.ly/4dvgIQP,1,0,0,0,4,4,0,0,0,0,0,0,22,1,1,0,1,0,0,0,0,1,1,8,0,4.027169118440616,1,-1,1,1
https://bafkreiadcovz6c7jhyjoaxijohptkzswkhrefcrjdbpvuzbarbmb4ekzq4.ipfs.dweb.link/,1,1,1,0,0,0,2,1,0,0,0,522,83,1,1,0,3,0,0,0,0,1,1,1,64,4.746623581996666,0,-1,1,1
http://subscribepage.io/FDeuYU,1,7,0,0,4,2,0,0,0,0,0,0,30,0,1,0,1,0,0,0,0,1,0,7,0,4.1898980954642875,0,-1,1,0
https://dsycloud.com,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,20,1,0,0,1,0,0,0,0,1,1,0,0,3.721928094887362,0,-1,0,0
https://linuxwork.com.tw,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,24,1,0,0,2,0,0,0,0,1,1,0,0,4.053508854797679,0,-1,1,0
https://missesme.jp/max.card/card-actions/sourceGA/,1,0,0,0,0,0,0,0,0,0,0,0,51,1,1,0,2,1,0,0,0,1,1,32,0,4.1814625965340895,0,-1,1,1
https://mrescooter.com,0,20,1,0,411,392,2,0,1,0,1,0,22,1,1,0,1,0,0,0,0,1,1,0,0,3.4817145729860735,0,-1,1,1
https://www-lockers-espace.com/,1,0,0,0,0,0,0,0,0,0,0,0,31,1,1,0,1,2,0,0,0,1,1,1,0,3.9292144551992183,0,-1,1,1
https://fmaudit.de,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,18,1,0,0,1,0,0,0,0,1,1,0,0,3.6835423624332306,0,-1,1,0
https://bradjames2535.editorx.io/my-site,1,7,0,0,0,0,0,0,0,0,0,0,40,1,1,0,2,1,0,0,0,1,1,8,13,4.296439344671016,0,-1,0,1
https://new.express.adobe.com/webpage/eitDJNyqXxVvz,1,24,0,0,0,0,0,0,0,0,0,0,51,1,1,0,3,0,0,0,0,1,1,22,11,4.561228587793907,0,-1,1,1
https://rabby.at/imports.php,1,5,1,0,0,0,0,12,0,0,0,0,28,1,1,0,2,0,0,0,0,1,1,12,0,3.6375375112660526,0,-1,1,1
https://drertugrulguler.com,0,11,1,0,229,15,4,0,0,0,0,0,27,1,1,0,1,0,0,0,0,1,1,0,0,3.810081020521731,0,-1,1,1
https://ndjkdjkf.weebly.com/,1,24,1,0,8,0,5,0,0,0,0,0,28,1,1,0,2,0,0,0,0,1,1,1,8,4.208966082694623,0,-1,1,1
https://sportzcraazy.com,0,56,0,0,445,4,0,0,0,0,0,0,24,1,1,0,1,0,0,0,0,1,1,0,0,3.7201755214643453,0,-1,1,1
https://tra-srt09923.firebaseapp.com/,1,0,0,0,0,0,0,0,0,0,0,0,37,1,1,0,2,1,0,0,0,1,1,1,12,4.1885226220933465,0,-1,1,1
https://f-terms-req-appeal.github.io/100/request.html,1,0,1,0,1,1,0,0,1,0,0,0,53,1,1,0,3,3,0,0,0,1,1,17,18,4.2628498792472636,0,-1,1,1
https://docs.google.com/presentation/d/e/2PACX-1vRrncxAD83YrI9QP3R0fuTDRy0lShl_Qi5DXveGbTBy5Wvwi_Bn10_lPx61iWqVWZyVlxLLI_AsaUPT/pub?start=false&amp;loop=false&amp;delayms=3000,1,21,0,0,0,0,0,0,0,0,0,0,175,1,1,0,2,1,0,1,3,1,1,108,4,5.5530673606157945,0,-1,1,1
https://xky.cbz.mybluehost.me/resd/confirmMyAddressAndFee.php,1,0,0,0,0,0,0,0,0,0,0,0,61,1,1,0,4,0,0,0,0,1,1,32,7,4.461085854091665,0,-1,1,1
https://bit.ly/4jjrBYJ,1,0,0,0,3,3,0,0,0,0,0,0,22,1,1,0,1,0,0,0,0,1,1,8,0,3.9362600275315263,1,-1,1,1
https://l.ead.me/bfGjqv,1,3,0,0,0,0,0,0,0,0,0,0,23,1,1,0,2,0,0,0,0,1,1,7,1,4.0559581516151235,0,-1,0,1
https://gomez.pl,0,10,3,1,104,12,4,0,0,0,0,0,16,1,1,0,1,0,0,0,0,1,1,0,0,3.625,0,-1,1,1
https://qrco.de/bfYEiP,1,3,0,0,0,0,0,0,0,0,0,0,22,1,1,0,1,0,0,0,0,1,1,7,0,4.1523912776298655,0,-1,1,1
https://twque.com,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,17,1,0,0,1,0,0,0,0,1,1,0,0,3.6901165175936654,0,-1,1,0
https://socialbookmarkssite.com,0,6,3,0,139,25,0,1,0,0,0,0,31,1,1,0,1,0,0,0,0,1,1,0,0,3.8975870361235367,0,-1,1,1
https://projektberatung-stuttgart.de,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,36,1,0,0,1,1,0,0,0,1,1,0,0,3.905764584655452,0,-1,1,0
https://ensie.nl,0,12,2,0,77,7,0,0,0,0,0,0,16,1,1,0,1,0,0,0,0,1,1,0,0,3.375,0,-1,1,1
https://solcon.eu,0,19,1,1,118,8,0,0,0,0,0,0,17,1,1,0,1,0,0,0,0,1,1,0,0,3.6168746059562227,0,-1,1,0
https://qrco.de/bfHNix,1,4,0,1,6,4,0,0,0,0,0,0,22,1,1,0,1,0,0,0,0,1,1,7,0,4.152391277629865,0,-1,1,1
https://nms.net,0,1,0,0,0,0,0,0,0,0,0,0,15,1,1,0,1,0,0,0,0,1,1,0,0,3.1898980954642875,0,-1,1,1
https://pages-manualy-loading-10029479.web.app/,1,0,0,0,0,0,0,0,0,0,0,0,47,1,1,0,2,3,0,0,0,1,1,1,30,4.552048096810323,0,-1,1,1
https://cj222.cn,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,16,1,0,0,1,0,0,0,0,1,1,0,0,3.327819531114783,0,-1,1,0
https://spellsbee.com,0,11,0,0,9,5,0,0,0,0,0,0,21,1,1,0,1,0,0,0,0,1,1,0,0,3.5585186130489057,0,-1,1,1
https://martianmedia.com.au,0,57,1,0,56,18,7,0,0,0,0,0,27,1,1,0,2,0,0,0,0,1,1,0,0,3.8841550945958048,0,-1,1,1
https://pay850bet.com,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,21,1,0,0,1,0,0,0,0,1,1,0,0,3.975418017913832,1,-1,0,0
https://katzr.net/7abb79,1,6,0,0,15,0,0,0,0,0,0,0,24,1,1,0,1,0,0,0,0,1,1,7,0,3.803508854797679,0,-1,1,1
https://starlingjewelry.com,0,67,2,0,240,3,4,0,0,0,0,0,27,1,1,0,1,0,0,0,0,1,1,0,0,4.208410187268526,0,-1,1,1
https://realescort.se,0,4,0,0,1,1,0,0,0,0,0,0,21,1,1,0,1,0,0,0,0,1,1,0,0,3.52257158913636,0,-1,1,1
https://relais-fr-pickups.com/as.php,1,0,0,0,0,0,0,0,0,0,0,0,36,1,1,0,2,2,0,0,0,1,1,7,0,4.048688113203416,0,-1,1,1
http://allegrolokalnie.ver2194-id74106-cfi819u-cid71092.shop,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,60,0,0,0,2,3,0,0,0,1,0,0,15,4.756564762130954,0,-1,1,0
https://sbcserver-108082.square.site/,1,15,0,0,0,0,0,0,0,0,0,0,37,1,1,0,2,1,0,0,0,1,1,1,16,4.1317695012795665,0,-1,1,1
https://smartparcelchain.firebaseapp.com/,1,19,0,0,32,6,0,0,0,0,0,0,41,1,1,0,2,0,0,0,0,1,1,1,16,3.9883089439493613,0,-1,1,1
